unique_id,citation_context,citation_class_label,predicted_classes
45113b44d1e1f39d7d0b1f77c2ff7e0b30189146>98a2143e3343588bd48ed6f590471da3b45a6888_0,"Similar results between Gla-300 and Gla-100 were also found in other glycaemic response parameters, including laboratory-measured FPG and the percentage of participants meeting HbA1c and FPG targets, as reported in other EDITION studies @@CITATION@@9]; however, between-treatment differences were observed in average pre-dinner, as well as in post-dinner and bedtime SMPG.",background,result
ba9cdfbb165c739d95dcb3d7cdc8e0b3114d0ea7>59066d7ae14da8bcc4cce53255444cc570bcdec1_0,"…hormone resulting in chronic hypothalamus-pituitary-adrenal axis hyperactivity, reduced magnitude and response habituation of the startle reflex was observed by @@CITATION@@, which is comparable to our findings (i.e. reduced area and habituation of BR) in patients with ECH (25).",result,result
294e7c7cee016a858f4fc6da0469b8377de66738>88f2a5bf4dec085e901183a071e6722cb11daadd_2,"All the three methods (DPPH radical-scavenging, RP, and FRAP) involve the ability of EPS to donate an electron, thereby reducing the oxidative state of the reactive radical (@@CITATION@@).",background,method
3ccc823f2cad1803add40e81b36aadb04507d4f0>e262b804533bebb334d8abf47d9cfcf64b7065c3_0,"This is well supported by our MRR results revealing a step by step exchange of individuals between neighbouring sites as also shown for Thymelicus sylvestris, Aricia agestis and Melitaea aurelia in the same study area (@@CITATION@@; Habel and Schmitt 2009; Habel et al. 2009).",result,result
f8b87c4c9a2e53595050247bd647754966cb9822>b98cfb320e2f5f8962acee01cc35293827632397_0,"For Œ≤ diversity and principal coordinate analysis (PCoA), all quality-trimmed reads were used for Morisita Horn (Horn, 1966) (non-phylogenetic) distance calculation for fungi and weighted/unweighted UniFra@@CITATION@@005) distance calculation for bacteria.",method,method
a24ef2bffff5641b67e6e97c770f450d13e96984>8eb26014d3c8c0b0a591269e5bed1f2e732c48ce_0,"These results are qualitatively similar to the pattern observed for IL-4 (@@CITATION@@) and G-CSF (Zink et al., 1994), both of which provided evidence for increased motional flexibility in the loops relative to the amphipathic helices.",result,result
173e4d0bcfe94a156e77ae43909c7c5b3622d0c0>7e8200f37074b66ccfd0481f98932af3ec43a709_0,Sample entropy (SampEn) was proposed by Richman and Moorman @@CITATION@@ as an alternative that would provide an improvement of the intrinsic bias of ApEn [43].,method,method
a429f6b8fed05da307f2e94c0994e10c2296d134>8ebfbfcab567228e7f07bea5f75974313adf92b9_12,"2004) with the same splits as @@CITATION@@ In order to make the tasks on GML and DEU more comparable, we limit the training data to roughly 20,000 tokens and lowercase all types and lemmas in both datasets.",method,method
3a9b4b3d02c0191ad59909bc7e7349306bc04fc8>73800d442c7a043562a00550690f282ff6ff1fbd_0,"The resulting net increase in ATF4 and CHOP is significantly less than that observed with a bona fide ER stress inducer, such as TG (@@CITATION@@; Bobrovnikova-Marjon et al, 2010; Chitnis et al, 2012).",result,result
a530306c8015f7fe9c4cd22ff58f0b95dd60cbc7>9229d5b89025b687fe7efdddf22e9bf6d27e01b9_0,"The results presented in the present work, as well as our previous studies (@@CITATION@@) indicated that in hairy roots of T. majus  glucotropaeolin production was increased both after SA and MeJA treatment, but salicylates were more effective inducers of glucotropaeolin.",result,result
89c539ebed11290734541a27596d8ca053727fd5>db426957c5dd8eec03ee187a081b5fb00919af07_0,"However, it was also reported in the paper that this final result excluded nine patients who showed sentinel nodes negative in intraoperative examinations but positive in postoperative examinations of permanent tissue sections @@CITATION@@.",background,result
1d8d960f4c1bcd5fa93039b0d2f7e8c82e2b4d6f>f079647502ea163587ef3b85719bf50dbf9c36ed_1,These findings were unexpected as deletion of other ADAM family members resulted in a developmental block at the transition from DN to DP thymocytes @@CITATION@@ suggesting that ADAM8 functions in a non-redundant manner to these family members.,result,result
b7901a0bc0f196fc4654c60a6dc7e0967795ae2d>73830a7d2b480a8d67b580737e0d539ff9171a2a_0,"In the year 2010 the US Census Bureau replaced the long form with the American Community Survey, which uses different data collection methods and is substantially less accurate than the previous decennial censuses (@@CITATION@@).",method,method
b744aaa8bf2b69ebede91ec0aff536edabf6b4b2>1047e87cd56b796f87363d624526639cf75b299f_0,"9 years, none of the patients developed osteoarthritis and similar results have been described in the literature @@CITATION@@.",result,result
d55d5fe23aca2308d410fdbd773ebba2b6330f2a>14aa51b6b8daabb96eaae7b752e77a0039f52c21_0,"2 @@CITATION@@, TRES ‚Äì Transcription Regulatory Element Search, which performs searches within the TRANSFAC database [69] and the PromScan program, that generates an alignment of known sequences and matrix frequency [70], were used to scan DNA sequences for potential binding sites.",method,method
704f68f2dfcb472c5fbbf819d73a9c31a75061f9>8943cc1098451a7884fec8353ba26b16fc0d2909_0,We followed the detailed description of the procedure as published by other authors @@CITATION@@.,method,method
b928327d4be591d0414c16ae11a9a21079048fb1>e799e31e548875741f4307b0f577c70f0b784ff2_0,"‚Ä¶1989), and includes errors due to Brownian motion, errors in displacement measurement via cross-correlation, particle-to-particle differences in electrophoretic mobility, and possible velocity gradient error associated with the ¬±dzm/2 measurement depth (Meinhart et al. 20@@CITATION@@2000).",method,method
6fecdb579398741aee7653b5c78e87a5a7a4b41a>b7f3ece413124e541e565b51a82eb9d96382836d_1,"2 1 g/ml, in contrast to results of swinging bucket centrifugation in our hands and to previous reports @@CITATION@@.",result,result
eefa5bb7e5972c95c48c12dbd959067d6e10d736>b0e0e7de7e1309416537d84d2cab0dacc828b0e6_1,The object detection methods which use metadata or implicit alignment @@CITATION@@ only report detection performance and no analysis on the alignment or its e ect are given.,background,method
34e4118c049a7d6f6ac7ec9ea7454d09f1eb5ade>087324f09df083cfb6e4db5ff6c6e1b3d8369725_0,"In particular, one can have great confidence in these results as some studies (@@CITATION@@; Lemstra et al. 2008; Pell et al. 2008) have shown that in neighboring counties where there was no smoke-free laws, they did not observe the same reduction in MI.",result,result
79f3aa76dae3d2be5a55df36c3df6c23ff031d70>2b2d26e39de2b0e387c764cdd4071ae8d5627c09_2,"The results demonstrated that four TiO2 nanoparticles had low toxicity in Ana-1 cells (<30% decrease in cell viability at 600 mg/ml), which was similar to the toxicity of 5 nm anatase particles in L929 cells @@CITATION@@ and 15 nm anatase particles in glomerular mesangial (IP15) cells (L’Azou et al.",result,result
1b432286f2c5f9e69fb3906c37348203728b95f9>707312dcfc75deebc8ef0f08bbd7246071f1d5bf_0,"Intra-observer agreement was assessed by first calculating Cohen’s kappa values separately for each rater, and subsequently pooling the individual results using a DerSimonian–Laird estimator @@CITATION@@.",method,method
b4023b92d9a821b1513aaeb4d25ec1cbc740f254>34779d1df1f0e6f267b3e3dfe0c25eec77c13b90_0,These results are consistent with previous findings showing that SSRIs produce anxiolysis after the intrahippocampal injection of BDNF.@@CITATION@@ They are also in agreement with initial data reporting that fluoxetine was unable to reverse increased anxiety-related behaviors in BDNF√æ / mice.,result,result
94da322ac8378727d2913b1bcf7c7fc0b431c293>151c405cf2b896030fe88efb58ded69d9d95da34_0,"These apparently contradictory results may be due to an interaction with breast-feeding, since anti-Giardial factors in the milk may inhibit trophozoite adherence to enterocytes, so reducing the likelihood of persistent infection(@@CITATION@@), whilst milk-borne leucocytes actively kill the organisms((46)).",background,result
373e094c1f7c7ab7d7e72947062307614a3a4264>9ca34cc99a5a8c2b75750a02cdc94bac4c531ff4_1,"Regarding the mapping results, six studies (Bertolino and Gnesi 2003; Bragança and Machado 2005; Choi et al. 2008; Gallina and Guelfi 2007; Jirapanthong 2009; @@CITATION@@) report a template that uses Tags to specify variability in the textual use case.",background,result
3f5d8ad1dd96a4e837aec09d32efecd230e53ccb>None_0,"This agrees with the results obtained for the same species in the Guadalete River (southern Spain) (@@CITATION@@-Ruiz, 1992), where the highest fish condition was observed in the upper sampling sites with the lowest water conductivity.",result,result
20f737378f921d22820391e655be53b37a84ceb3>82ab90e40009ef6f4d59d75ffa464937b849341b_0,Tubulointerstital and vascular damage was assessed on PASstained paraffin sections at a magnification of 100 using similar semiquantitative scoring systems @@CITATION@@.,method,method
f66014b7d92515117eb0e6093775ca8d3822cca0>5b5d91f2dbd0e961546e1391d0fe97b0663bd5e1_0,"Parallel analysis (PA) @@CITATION@@, mean average partial (MAP) [55,56], eigenvalues, Very Simple Structure (VSS) [57], acceleration factor (AF) [58] and optimal coordinate (OC) [58] were all undertaken, each using the previously generated polychoric correlations.",method,method
996301f9454023b0364abd33a2109d9ec3734c25>63d6f65ae768379077656105024568b21793c9f6_0,"These data confirm previous results obtained in A. cepa (@@CITATION@@ Castiglione et al. 1995), V. faba (Frediani et al. 1996), Z. biebersteiniana (Cremonini et al. 2003), H. gracilis (Ruffini Castiglione et al. 2008a) and barley reconstructed karyotypes (Ruffini Castiglione et al. 2008b) by means of immunocytochemical approach.",result,result
56768f41934f7f01ac7b4c5f8441c5fa657a3dbb>ede93db2410a302998501e6633f8a05b692c86a4_7,"Our current results coupled with previous observations (Choi et al., 2013; Kim et al., 2011b; Ramadori et al., 2011; Tong et al., 2007; @@CITATION@@) suggest that SF-1 in the VMH is required for metabolic adaptations.",result,result
609eb34692e4b84554159a2c5c5cfb662a3766d0>78b0875700fd6ca5dd63a8bbd7deea59edb28d12_0,"Vermicomposting process accelerates the mineralization of N content in organic waste resources (Garg et al., 2005; @@CITATION@@).",background,method
c97771939f720d7dd8936b64377594999c569d4e>73d31b1c5a33c14e5818485f15b9b40c5d7ab2ad_0,"Our findings are in line with results of other studies with adult NPCs (Ceccatelli et al., 2004), neuronally differentiatied precursor cells (@@CITATION@@), and a neural stem cell line (Tamm et al., 2004), all of which also showed no induction of apoptosis after Fas activation using various‚Äö√Ñ¬∂",result,result
ced199bf3dd7e4e21c02384e98902ebad36d7aa0>101a334fd4cf6446fba858f0157665e5357c876f_6,"Low-tube-voltage techniques have been investigated for coronary @@CITATION@@, aortic [21] and pulmonary CTA [22, 23], and similar image quality compared to standard-tube-voltage acquisition with reduced radiation dose and contrast media requirements has been reported.",background,result
ba02f4f830d049fd5d2c0072f4a43cdb6090832d>ee40b43e4868bca485f0becfcc8b140b66bbae26_0,This result is in good agreement with other multiplex real-time PCR methods in which efficiency of multiplex PCR could be optimized to the level of single gene amplification.@@CITATION@@ We also observed consistently lower threshold cycles for STAR assays than for TaqMan and SYBR assays.,result,result
58de08753352ce95471e22a92117ba4ab39b694c>05e61bcdd37b6726a6b009b365cc3147aae2d1a5_0,Our results are in line with many reports @@CITATION@@.,result,result
bef2b55aebb91a398a8ba8876fe3b029215e770f>f67233d3098201bbbf03ab4cfc47727097272a3e_1,", “research”) prior to reading the interviews; however, I generated the majority of the analysis from the data and created codes inductively as I read the transcripts, similar to a grounded theory approach @@CITATION@@.",method,method
0da215187379b42c4fb054f2fc258cef5b080d38>55bad6839e85ca26cbc474c39f5c9080c35df1a5_0,"Our results are compatible with a recent study in which Lin28 was found to strongly protect residues G8, G10, G11 and G12 of the G-rich bulge of pre-let-7g from ribonuclease cleavage @@CITATION@@.",result,result
88f9a2993018d5f02b6579d38a80b765a55cbe9c>123fce16557d95a25e88a9245928c711a3d351b7_3,"These methods include single cell genomics (87), single virus genomics (84), the development of degenerate PCR primers, and a co-occurrence network analysis @@CITATION@@.",method,method
e57c73c3f8af745770d7c3f223794e4269ae283b>343d2492caa5265467884d7c172c658a680b7d3d_4,"The impact of our method is evaluated using the TreeTagger (@@CITATION@@) for POS tagging without considering probabilities for unknown tokens.77 For a language-independent approach, we use the trigram holing operation to compute a DT as exemplified with c) in Section 2.4.",method,method
2fe73aeb8ad2dfb11d491c2dc74e1c7663ed09cb>b83447e9f1b0b904634322fd229fa3455c022532_0,"on relocation), was used for data collection with the persons who could be reached after 6 (T2) (Iwarsson 2005) and 10 years (T3) @@CITATION@@).",method,method
5550c4a3b899f2a493d77cdfff7d5121e6c15ba4>3d58af42e260a67f91f3d38f49eb2a80750817d2_0,"However, the optimal reconstruction method remains controversial because of the relatively high rate of associated complications @@CITATION@@.",background,method
48480a8d5094b228c37e530a474854deca0c3fe2>075b485113b477357d3d0a73db815a7e62d2d56a_0,"Our experiments are based on the evaluation paradigm provided by the TREC 2009, 2010, and 2011 Web tracks @@CITATION@@.",method,method
6b26b07192640a89bbc6127de7066185530bf716>None_0,"In addition, the results of this study confirm the findings of @@CITATION@@ who showed that different patterns of retipolides and other chemical components occur in B.",result,result
0b678ab3d7bdc9653ad108c60127037977d7a349>49242470e6ecb1a856f7326724f253bab5f094ae_0,"Our results were not consistent with the findings from  some previous studies of CAD and MMP-9 polymorphism, which found an association between the -1562T allele and coronary atherosclerosis (Zhang et al., 1999; Pollanen et al., 2001;@@CITATION@@3).",result,result
0f7b88829c64400cf031a4b00b20864542949e14>4ff8cc0662e4c3f602c377db4196a7f00f879997_0,"Furthermore, AWE and AUE, along with their modifications, are compared with 3 online ensembles: Online Bagging (Bag), the Dynamic Weighted Majority (DWM), and the Adaptive Classifier Ensemble (@@CITATION@@).",method,method
971c8265b73292315f3b6d04d25b5b314e256af4>70e1ff83247842a1d5e9b92e17c17c5adfd6847a_2,"In light of these results, the absence or the near absence f inhibition in simple RT tasks (@@CITATION@@,b; Carbonnell t al., 2004) and its absence in spontaneous movements (Ikeda et l., 1995) can be explained by the fact that there is no need to preent errors in these situations, since…",background,result
34ddc7d89ac3a54175626686db4ac35dc4df3902>c27919c427f2962a9f8f50b2515414aa2a23fe54_0,A recent epidemiological study showed that a lower income is associated with fair and poor selfrelated health in Japanese adults.@@CITATION@@ It is possible that the baseline level of the DASH score may be worse in patients with lower income than in patients with higher income.,background,result
4ad41457354fcb50ee899a5711b74685225cd09c>40abd6297628f467219eec1651a710a7d74f5641_1,"…HFA is similar to what was found by Merino (2007) with liquid humus and is more effective for increasing the stability of the aggregates and reducing bulk density than the application of biosolids in doses of 3 or 5% (w/w) (Salazar et al., 2012; @@CITATION@@; García-Orenes et al., 2005).",result,method
3840ddc619d367eed9f0526c0a9599f2eb8b9c3f>ac25f9960488b595e51ae09d4de883d7bb911a37_0,"Vectors were introduced into M. truncatula roots by Agrobacterium rhizogenes transformation as described previously (Boisson-Dernier et al., 2001; @@CITATION@@).",method,method
fdb14ef77dec4befcf0f4b70c302c6c1b737b874>5d973cf56cb9430d93c380fbe5d4b189a4d1a3c8_0,"Our findings agree with those of @@CITATION@@,13 who created a profile of the RNFL using eight concentric circles around the ONH using StratusOCT.",result,result
fbcb483ffb6eddde14dac00e0402f7270575d0e0>0cff7d33d059c6cc7a3a99c45a96ffeba09cd573_1,"For example, the didactic lecture is used for delivering general principles, while small group discussions are more suitable for discussions of clinical cases @@CITATION@@.",background,method
c08db27d6be5d2aab28e13045aa55e12bd56fb3a>9f58b38c83575dd7fdb5430c4a5ed5169dd7ad56_2,"This method measures the relative rates of gluconeogenesis from the citric acid cycle, gluconeogenesis from glycerol, and glycogenolysis @@CITATION@@.",background,method
ededf3e69f78a9e878565cffd0193cd0aaf3a551>202c1ea2caebe3a0c326c368cced3f8abaa3e53d_0,"Such results are consistent with reports demonstrating that: sexually na√Øve estrous females will choose a male over a female@@CITATION@@], OVX females given estradiol benzoate alone will also choose a male [22], and that partner preference in hormone-primed females exists prior to sexual experience [23].",result,result
de280c3ea395242aa345005677df272cc01f3c69>15eec589ff38fe1c516fec25648a77ab90c8e832_2,"Certain parts of the placenta are clones of individual progenitor cells with inactivated paternal or maternal X chromosome, which leads to the asym metric XCI in different parts of the body (@@CITATION@@).",background,result
955c6c8eb1a9330d4fca62ed2ecf433f6c315a23>8797b68a8992035d7a3e4babfdae9665b8087377_0,"However, for the experiments presented here, we made the decision to use SNR without signal and estimate normalisation, and hence the results will appear different from related results that we previously reported @@CITATION@@, [44], where we performed signal normalisation.",method,method
ed4897ae1b2d02e111c4739754581dca4c5babd5>89415b72a1b3bb52b4e26a0bcd0dfe4f04515620_0,"In a European context, our results are perfectly comparable to those obtained in Ireland @@CITATION@@ or the UK [29].",result,result
e63ab9038bb8d0c3ef64329a4817ff4126c1f388>64add0a872f4cff700f77916704305ddec2b9693_1,"The available methods include use of texture (@@CITATION@@), local phase (Mulet-Parada and Noble, 2000), a gradient-based deformable model (Coppini et al., 1995), a region-based deformable model (Lin et al., 2003; Mignotte et al., 2001), and pixel-wise clustering (Boukerroui et al., 2003).",background,method
11ce1d88886805cd9ee2d61a0970600c2d1646b0>472fe3fc11ec7ef5b80bfb540f9eb17a5100433f_0,Encouraging analytic results and some Monte Carlo simulations of the CP 1 model have been reported in @@CITATION@@.,background,result
1872080baa7d30ec8fb87be9a65358cd3a7fb649>894be9b4ea46a5c422e81ef3c241072d4c73fdc0_10,"Based on the mutational screen results and the published literature @@CITATION@@, we propose that part of the acidic ridge of frataxin could be involved in the interaction with conserved basic residues of NFS1, while residues on the b-sheets (including W155) would be crucial for the interaction with ISCU.",background,result
52c8249485923246c7463286fb274db51b83eb22>124791143acfde4bf9b8b27d3e902bab72fcbc5c_0,"Our results agree with those from other studies showing that large vacuoles (Oliveira et al., 2010; Franco et al., 2008) or multiple vacuoles (@@CITATION@@) were associated with DNA fragmentation but disagree with another study that did not find any difference in DNA fragmentation between…",result,result
e9ad141f6863355edf7e41984ac38d27d25152a1>52bc9a69a0c3f0cd9e4a88d9ef67b7e0fbe7f26b_0,"These methods, more fully described in Victor (2006) and @@CITATION@@, directly cast spike-train data, from one or several neurons, into a form that fits into equation 1.",method,method
2802fc5f2adcd56d72bff762bbcc51154009925f>2daa9a3b5e5911c83f330d713f0e159edfb9b4dd_0,This result was in agreement with the Wndings of other researchers (Han et al. 2001; @@CITATION@@; Ghanevati and Jan 2002).,result,result
7cc0ea202df08bc44a50f77fe498708bec258585>2cd8f79fef2fe8067c1b025c580fec6551b34890_0,"Because funnel plots have several limitations and represent only an informal approach to detect publication bias, we further carried out formal testing using the test proposed by the Begg‚Äôs adjusted rank correlation test and by the Egger‚Äôs regression t@@CITATION@@ 30].",method,method
c046ce454a5c08c149b33ba6e2bf6abbe22df2df>9f0425163dd0da5bdb5a18412811c80e23a21bf4_0,"These results do not fall from the published results of the DA-EPOCH-R [21] and are in concordance with other center‚Äôs experience in the rituximab era with various chemotherapy protocols as RMACO@@CITATION@@OPB [20, 30, 31], and RCHOP [31‚Äì33].",result,result
8e687d3d79d934ab26fa86c2eb56aaa38c7ce42f>d2ca615231a00dd77c6273285a8f43a9c91848d7_0,"The latter result is supported by Cohen, Angelico, and Carey @@CITATION@@ who measured the bile salt-mediated solubili-",result,result
30adc87259d5c7d515d74b6cbdd6782f195abe65>None_0,"Similar results for sugar beet were reported by McClean and May (1986), Van Zuydam et al. (1995) and @@CITATION@@ but the herbicide band was wider in these studies resulting in 60% herbicide saving.",result,result
21935d83a460699f08d1e28cc60a6dc5e138f6ad>07ab9b96e85ec7ce3e0aa08d907b587cc8780db0_1,"[24] This could be related to the geographic or genetic background; geographic heterogeneity has been shown for follicular lymphoma, another type of lymphoma; this tumor universally shows t(14;18)(q32;q21) in Europe and the US, but this is rare in this country.@@CITATION@@ Alternatively, it could merely reflect the small number of samples.",background,background
e58991858f55e3c04c7d4ac4d3a7db51d38f5998>185c11df0499957d8f7b8874ef247718b17566ed_0,"In a model of histamine-induced hypotension, @@CITATION@@ showed that Sphk12/2 mice, but not Sphk22/2 mice, were significantlymore hypotensive thanWTmice.",method,result
ccb2e928364068039ec0992f0e45fbf115ec25a1>0434ad36147add43a9c11f88bcbb51f5ed8a6cbe_0,These results as well as those of vaccine studies in healthy [5] and immunocompromised @@CITATION@@ children suggest that the incidence of zoster after varicella vaccination is generally lower than in children who had natural varicella infections.,result,result
426dc76544b056cd55684fe98f7c54c8337cdf13>1de835210d806479d004e2124169aa8e8c701fa5_0,"Because data were clustered at the village level, we used the bootstrap and resampled clusters to estimate 95% confidence intervals @@CITATION@@.",method,method
fc9a2b2be1318c855317a761f463faec61bb2c12>None_0,"Similar results obtained @@CITATION@@ and DEBRY and LEBRUN (1980), but BOLGER and CURRY (1980) observed a negative influence of higher doses of liquid manure and ¬ØYROMSKA-RUDZKA (1976) of higher doses of mineral NPK on their density.",result,result
e992206acad2f4027504ee5999776227cfa055d1>None_0,"This result contradicts with previous studies, which have shown that adiponectin levels increased significantly in cachectic patients with gastric and gastrointestinal cancers [16, 19] or remained unchanged in cachectic and noncachectic patients with breast, colorectal, and lung cancers @@CITATION@@.",result,result
5275e0b46114ab62b8528457e0f82883d6b9350e>704151d9ac7bbf9705fbdab24b7bc1acff83946c_1,"5) genes were either taken from the literature @@CITATION@@ or were designed using the ExonPrimer and Primer3 [35] tools available online, and were checked for off-target sequence homology using the BLAT algorithm [36] in the University of California, Santa Cruz (UCSC) Genome Browser.",method,method
19994e667d908bc0aacfb663ab0a2bb5ad16b221>66c32180f73e385b79da3e06d09cfcfbd5dd8e57_3,"We train an event model with a binary @@CITATION@@ classifier after the features are selected, and (4) The state-of-the-art event detection methods.",method,method
e50f169732429a2e96028edab515c1e19552b7ee>None_0,"Their study results, supported by others, also suggested that the changes in environmental conditions affected the progress of decomposition and litter-mixing effects (@@CITATION@@; Jonsson and Wardle 2008; Madritch and Cardinale 2007).",background,result
bd0c0eca12fe2bc38688ad0cecda4ed4196081f3>fe16bab285d5d59ec10e9d2bd4266b98d88a0095_2,"These results confirm previous research (Stein et al., 1999; Cooper et al., 2004; Ammaniti et al., 2010, 2012; @@CITATION@@) on the dysfunctional developmental trajectories in children diagnosed with IA, further showing the possible impact of the lower quality of triadic…",result,result
23f18ccb530034ae506ab683876fb693dea75c4a>5adb9f34e35169a8c54a309be6ef90a966dfa143_0,"The results of our study are partially consistent with those of previous DTI studies (@@CITATION@@) that reported altered fimbria‚Äì fornix white matter integrity but not with others (Frieling et al., 2012) that reported bilateral reductions of FA maps in the posterior thalamic radiation,‚Ä¶",result,result
4bf9e04a152d55a4dedcf81b47f5633fc839e6b0>e4edcd38fe3f7ccce3750af7635432ab16df137b_0,"…arteries (internal diameter = 240.94+5.42 mm, n=67/25) were mounted as ring preparations in a Mulvany-Halpern double myograph (J, P Trading, Aarhus, Denmark), mounted on two 40 mm steel wires which are attached to a force transducer and a micrometer, as described by @@CITATION@@.",method,method
27881300024ef59f3ca30c690fa773e8bdb9a6cf>a17ece8b1a76e94c590a86b7360bb856a9f6ddfe_0,"[Ca21]i was ascertained by using the fluorescent calcium indicator fura 2 (@@CITATION@@, Eugene, OR) as described by Grynkiewicz et al. (18).",method,method
